N,CPU,Compilation Parameter,t(s)
437,2.7 GHz Intel Core i5 Dual-Core,O1,0.029229
438,2.7 GHz Intel Core i5 Dual-Core,O1,0.025054
439,2.7 GHz Intel Core i5 Dual-Core,O1,0.029327
440,2.7 GHz Intel Core i5 Dual-Core,O1,0.021305
441,2.7 GHz Intel Core i5 Dual-Core,O1,0.030169
442,2.7 GHz Intel Core i5 Dual-Core,O1,0.026426
443,2.7 GHz Intel Core i5 Dual-Core,O1,0.030167
444,2.7 GHz Intel Core i5 Dual-Core,O1,0.022759
445,2.7 GHz Intel Core i5 Dual-Core,O1,0.030732
446,2.7 GHz Intel Core i5 Dual-Core,O1,0.027602
447,2.7 GHz Intel Core i5 Dual-Core,O1,0.031230
448,2.7 GHz Intel Core i5 Dual-Core,O1,0.044321
449,2.7 GHz Intel Core i5 Dual-Core,O1,0.032135
450,2.7 GHz Intel Core i5 Dual-Core,O1,0.028760
451,2.7 GHz Intel Core i5 Dual-Core,O1,0.032100
452,2.7 GHz Intel Core i5 Dual-Core,O1,0.023306
453,2.7 GHz Intel Core i5 Dual-Core,O1,0.032550
454,2.7 GHz Intel Core i5 Dual-Core,O1,0.030063
455,2.7 GHz Intel Core i5 Dual-Core,O1,0.032741
456,2.7 GHz Intel Core i5 Dual-Core,O1,0.024158
457,2.7 GHz Intel Core i5 Dual-Core,O1,0.034042
458,2.7 GHz Intel Core i5 Dual-Core,O1,0.029262
459,2.7 GHz Intel Core i5 Dual-Core,O1,0.034515
460,2.7 GHz Intel Core i5 Dual-Core,O1,0.024957
461,2.7 GHz Intel Core i5 Dual-Core,O1,0.033926
462,2.7 GHz Intel Core i5 Dual-Core,O1,0.031806
463,2.7 GHz Intel Core i5 Dual-Core,O1,0.043767
464,2.7 GHz Intel Core i5 Dual-Core,O1,0.027230
465,2.7 GHz Intel Core i5 Dual-Core,O1,0.035629
466,2.7 GHz Intel Core i5 Dual-Core,O1,0.031342
467,2.7 GHz Intel Core i5 Dual-Core,O1,0.035551
468,2.7 GHz Intel Core i5 Dual-Core,O1,0.025845
469,2.7 GHz Intel Core i5 Dual-Core,O1,0.036049
470,2.7 GHz Intel Core i5 Dual-Core,O1,0.033850
471,2.7 GHz Intel Core i5 Dual-Core,O1,0.037609
472,2.7 GHz Intel Core i5 Dual-Core,O1,0.026821
473,2.7 GHz Intel Core i5 Dual-Core,O1,0.035581
474,2.7 GHz Intel Core i5 Dual-Core,O1,0.033835
475,2.7 GHz Intel Core i5 Dual-Core,O1,0.037545
476,2.7 GHz Intel Core i5 Dual-Core,O1,0.029367
477,2.7 GHz Intel Core i5 Dual-Core,O1,0.047089
478,2.7 GHz Intel Core i5 Dual-Core,O1,0.034959
479,2.7 GHz Intel Core i5 Dual-Core,O1,0.039535
480,2.7 GHz Intel Core i5 Dual-Core,O1,0.030762
481,2.7 GHz Intel Core i5 Dual-Core,O1,0.040228
482,2.7 GHz Intel Core i5 Dual-Core,O1,0.036519
483,2.7 GHz Intel Core i5 Dual-Core,O1,0.039665
484,2.7 GHz Intel Core i5 Dual-Core,O1,0.028655
485,2.7 GHz Intel Core i5 Dual-Core,O1,0.040888
486,2.7 GHz Intel Core i5 Dual-Core,O1,0.037132
487,2.7 GHz Intel Core i5 Dual-Core,O1,0.041053
488,2.7 GHz Intel Core i5 Dual-Core,O1,0.029636
489,2.7 GHz Intel Core i5 Dual-Core,O1,0.052053
490,2.7 GHz Intel Core i5 Dual-Core,O1,0.038514
491,2.7 GHz Intel Core i5 Dual-Core,O1,0.041650
492,2.7 GHz Intel Core i5 Dual-Core,O1,0.030360
493,2.7 GHz Intel Core i5 Dual-Core,O1,0.042754
494,2.7 GHz Intel Core i5 Dual-Core,O1,0.039195
495,2.7 GHz Intel Core i5 Dual-Core,O1,0.043395
496,2.7 GHz Intel Core i5 Dual-Core,O1,0.034746
497,2.7 GHz Intel Core i5 Dual-Core,O1,0.044011
498,2.7 GHz Intel Core i5 Dual-Core,O1,0.040235
499,2.7 GHz Intel Core i5 Dual-Core,O1,0.043746
500,2.7 GHz Intel Core i5 Dual-Core,O1,0.035075
